uid,rest_id,source,text,timestamp,rating
g_ChIJ47moWdBZwokR2Ud_ilXR05E_0,ChIJ47moWdBZwokR2Ud_ilXR05E,google_places,"From the moment the dishes arrived, everything felt carefully chosen and full of character—the colors, the freshness, the way each element complemented the other without feeling forced. The food felt indulgent yet balanced, with flavors that were bold but not overwhelming, and textures that kept every bite interesting. The seafood was cooked just right, rich and satisfying, while the dessert felt delicate, comforting, and quietly luxurious. It’s the kind of meal that doesn’t need explaining—you simply enjoy it, and it stays with you long after the table is cleared.",1769112572.64028,5
g_ChIJ47moWdBZwokR2Ud_ilXR05E_1,ChIJ47moWdBZwokR2Ud_ilXR05E,google_places,"The dining room has such a great atmosphere, lively, stylish, and super welcoming. The Striped Bass Aguachile was absolutely fantastic, so fresh, bright, and full of flavor. We also loved the drinks, perfectly crafted and really complemented the meal. And the desserts were incredible, a perfect ending. Highly recommend!",1770119090.116608,5
g_ChIJ47moWdBZwokR2Ud_ilXR05E_2,ChIJ47moWdBZwokR2Ud_ilXR05E,google_places,"had an amazing meal here. it felt really special coming back its in the old gem wine spot. The skewers were great!! we ordered the lengua. The layered potato was a little overcooked but still tasty. I loved the aguachile and beef crudo appetizers.
The first fish dish is a must-try — we had tilefish that day, and it paired so well with the comal rice. They also recommended a German orange wine, which was absolutely delicious!",1759614580.784031,5
g_ChIJ47moWdBZwokR2Ud_ilXR05E_3,ChIJ47moWdBZwokR2Ud_ilXR05E,google_places,"We checked out this LES hot spot and left disappointed. The vibe and drinks were great, but the food was overpriced and underwhelming. The appetizers were especially bad — $30 for a few thin slices of salmon, and mussels that smelled so off we sent them back. The mains tasted better, but still weren’t worth it: a $95 12-oz steak and a $50 half chicken. Overall, great atmosphere but I wouldn’t recommend it for the food or value",1763216026.070864,2
g_ChIJ47moWdBZwokR2Ud_ilXR05E_4,ChIJ47moWdBZwokR2Ud_ilXR05E,google_places,"Absolutely incredible experience all around! Front of house staff feels like family, and the back of house boys really hold it down!!! Chefs counter is fab for any foodie looking to see the magic happen! The flavors and restaurant have really settled into this iconic neighborhood and look forward to all the new dishes on rotation! Perfect for a fun night with friends, a date, and especially anyone popping in from out of town! A must visit just as Michelin says!",1761530943.124497,5
g_ChIJx32M-AZZwokRYXUV81ghelA_0,ChIJx32M-AZZwokRYXUV81ghelA,google_places,"I had an incredible omakase experience here. All of the sushi was so fresh, flavourful, and beautifully presented. There was such a wide selection of high quality dishes but some ones that stood out were the hairy crab with uni, fatty tuna, and Spanish mackerel. The staff/chefs were incredibly welcoming and accommodating. The atmosphere was a very clean and intimate venue providing the best sort of environment for an omakase. Overall, really happy with my experience here and will be looking forward to coming back.",1768590574.253642,5
g_ChIJx32M-AZZwokRYXUV81ghelA_1,ChIJx32M-AZZwokRYXUV81ghelA,google_places,"I had an unforgettable dinner at Sushi Akira. Every single bite offered a unique and thoughtful flavor, and the chef absolutely nailed each course with precision, creativity, and balance. It was truly remarkable from start to finish.

The service was warm, attentive, and perfectly paced, enhancing the overall dining experience. The ambiance is elegant yet inviting, calm, intimate, and ideal for appreciating a high-quality omakase.

I paired my meal with a glass of Mâcon-Villages, which complemented the earlier courses beautifully, and finished with a Riesling for dessert, a perfect way to complete the experience.

Overall, an outstanding and memorable meal. Highly recommended.",1763353946.619094,5
g_ChIJx32M-AZZwokRYXUV81ghelA_2,ChIJx32M-AZZwokRYXUV81ghelA,google_places,"An incredible omakase experience at Sushi Akira. Every course was beautifully presented and incredibly fresh, with fish flown in from Japan and prepared with amazing precision. The chef’s attention to detail and the intimate counter experience made the entire meal feel special. One of the few female omakase chefs in NYC, Chef Nikki has refined her craft at Masa, Sushi Nakazawa, and Sushi of Gari, bringing Michelin-level precision, artistry, and service to Sushi Akira’s intimate 12-seat setting, 19-course omakase experience. Truly one of the best omakase experiences in NYC—can’t wait to come back. 🍣✨",1772988931.007035,5
g_ChIJx32M-AZZwokRYXUV81ghelA_3,ChIJx32M-AZZwokRYXUV81ghelA,google_places,"An absolutely amazing dining experience! The ingredients were incredibly fresh and full of flavor, each dish uniquely crafted with great attention to detail. Our chef was super friendly and took the time to explain every ingredient and course, making the omakase feel truly authentic. A genuinely memorable meal — we’ll definitely be coming back again!",1753068799.971238,5
g_ChIJx32M-AZZwokRYXUV81ghelA_4,ChIJx32M-AZZwokRYXUV81ghelA,google_places,"As much as l would love to keep this place all to myself, I also wish them all the success and I foresee a star in their future. Once I forgot to mention my wife's dietary restrictions, but they remembered and created a customized course just for her. World class hospitality and service.",1763544406.287277,5
g_ChIJX97UMwBbwokRIFRlD1YzSRc_0,ChIJX97UMwBbwokRIFRlD1YzSRc,google_places,"Came here for my birthday, this was one of the loveliest meals I've had in a while. I recommend having a reservation, they say they take walk ins but its a small space so that really only seems to work if you show up around the time they open. The sommelier was very helpful in choosing wines and we enjoyed them with all of the food we ordered. We had the celtuce, scallop crudo, shaobing with lardo, short rib, cats ear noodles and sticky toffee eight treasures pudding. The cat ear noodles were probably our favorite, the dish reminded us of the lamb cumin noodles we used to eat in china",1768845369.033236,5
g_ChIJX97UMwBbwokRIFRlD1YzSRc_1,ChIJX97UMwBbwokRIFRlD1YzSRc,google_places,"Laughably difficult to get a table here but the host was kind enough to make a res for us a week later instead of fully turning us away after waiting on the waitlist for 3 hours on a Friday night. Service is great, my water was never empty. Very very small inside but so cute and well decorated. Same team behind king and stissing house in upstate (some of my favorite spots). In love with the broth that’s with the mushroom and cabbage rolls and the egg yolk squash incredible. Massive list of wines. Played some cantomando pop remixes which was nostalgic. Insanely expensive but that’s New York wine bars these days",1771212463.459627,5
g_ChIJX97UMwBbwokRIFRlD1YzSRc_2,ChIJX97UMwBbwokRIFRlD1YzSRc,google_places,"I was lucky enough to snag a seat at the bar right as they opened at 5pm on a Saturday. Within 10 minutes, the whole restaurant was jam-packed. Staff is very friendly and welcoming and the vibe is great. I ordered the chilled celtuce, the scallop crudo, the ham and pear, and the shao bing along with a glass of cotes du rhone. The highlight was the ham (really good). The other dishes that I ordered after reading rave reviews about were not remarkable for me but that may be on me. I am not especially savvy in terms of this cuisine.",1765132313.805286,4
g_ChIJX97UMwBbwokRIFRlD1YzSRc_3,ChIJX97UMwBbwokRIFRlD1YzSRc,google_places,"Such a hospitable team!! We walked in without a reservation and were told they had a spot for us but had a reservation coming in 30 mins. They immediately made us feel welcome and even made us feel comfortable and confident we could order a few plates of food in that time. We ordered three plates that all came out quickly with enough time for us to enjoy. Every plate was uniquely Lei, perfectly balanced and seasoned.
It was a quick visit but I’m already looking forward to my return",1763080362.245598,5
g_ChIJX97UMwBbwokRIFRlD1YzSRc_4,ChIJX97UMwBbwokRIFRlD1YzSRc,google_places,"Our experience at Lei was incredible. We were lucky enough to get a late post-dinner reservation to try some of their wines, and it certainly exceeded our expectations! The place is quite cozy, making it an ideal spot for a date or intimate occasion. The staff were personable and gave us top-of-the-line service. Matt, the Wine Manager, has a deep knowledge of wine, which made the experience all the more unique as we got to hear stories of how the wine was sourced and what we should be looking for as we tried some wines.

Per his recommendation, I had one of my favorite red wines I’ve ever tasted: Fukuihara- a red wine from Japan. I highly recommend going out of your comfort zone and trying whatever he recommends; I guarantee you it won’t disappoint! For dessert, we had the sticky toffee pudding, which was absolutely delicious. They poured the sauce over the ice cream right in front of you, which made the dessert a show as well.

All to say, if you’re in the area or you’ve ever thought of going - this is your sign to go. If they’re booked up, join the wait list, you won’t regret it.",1761775255.45996,5
g_ChIJ47moWdBZwokR2Ud_ilXR05E_0,ChIJ47moWdBZwokR2Ud_ilXR05E,google_places,"From the moment the dishes arrived, everything felt carefully chosen and full of character—the colors, the freshness, the way each element complemented the other without feeling forced. The food felt indulgent yet balanced, with flavors that were bold but not overwhelming, and textures that kept every bite interesting. The seafood was cooked just right, rich and satisfying, while the dessert felt delicate, comforting, and quietly luxurious. It’s the kind of meal that doesn’t need explaining—you simply enjoy it, and it stays with you long after the table is cleared.",1769112572.64028,5
g_ChIJ47moWdBZwokR2Ud_ilXR05E_1,ChIJ47moWdBZwokR2Ud_ilXR05E,google_places,"The dining room has such a great atmosphere, lively, stylish, and super welcoming. The Striped Bass Aguachile was absolutely fantastic, so fresh, bright, and full of flavor. We also loved the drinks, perfectly crafted and really complemented the meal. And the desserts were incredible, a perfect ending. Highly recommend!",1770119090.116608,5
g_ChIJ47moWdBZwokR2Ud_ilXR05E_2,ChIJ47moWdBZwokR2Ud_ilXR05E,google_places,"had an amazing meal here. it felt really special coming back its in the old gem wine spot. The skewers were great!! we ordered the lengua. The layered potato was a little overcooked but still tasty. I loved the aguachile and beef crudo appetizers.
The first fish dish is a must-try — we had tilefish that day, and it paired so well with the comal rice. They also recommended a German orange wine, which was absolutely delicious!",1759614580.784031,5
g_ChIJ47moWdBZwokR2Ud_ilXR05E_3,ChIJ47moWdBZwokR2Ud_ilXR05E,google_places,"We checked out this LES hot spot and left disappointed. The vibe and drinks were great, but the food was overpriced and underwhelming. The appetizers were especially bad — $30 for a few thin slices of salmon, and mussels that smelled so off we sent them back. The mains tasted better, but still weren’t worth it: a $95 12-oz steak and a $50 half chicken. Overall, great atmosphere but I wouldn’t recommend it for the food or value",1763216026.070864,2
g_ChIJ47moWdBZwokR2Ud_ilXR05E_4,ChIJ47moWdBZwokR2Ud_ilXR05E,google_places,"Absolutely incredible experience all around! Front of house staff feels like family, and the back of house boys really hold it down!!! Chefs counter is fab for any foodie looking to see the magic happen! The flavors and restaurant have really settled into this iconic neighborhood and look forward to all the new dishes on rotation! Perfect for a fun night with friends, a date, and especially anyone popping in from out of town! A must visit just as Michelin says!",1761530943.124497,5
g_ChIJx32M-AZZwokRYXUV81ghelA_0,ChIJx32M-AZZwokRYXUV81ghelA,google_places,"I had an incredible omakase experience here. All of the sushi was so fresh, flavourful, and beautifully presented. There was such a wide selection of high quality dishes but some ones that stood out were the hairy crab with uni, fatty tuna, and Spanish mackerel. The staff/chefs were incredibly welcoming and accommodating. The atmosphere was a very clean and intimate venue providing the best sort of environment for an omakase. Overall, really happy with my experience here and will be looking forward to coming back.",1768590574.253642,5
g_ChIJx32M-AZZwokRYXUV81ghelA_1,ChIJx32M-AZZwokRYXUV81ghelA,google_places,"I had an unforgettable dinner at Sushi Akira. Every single bite offered a unique and thoughtful flavor, and the chef absolutely nailed each course with precision, creativity, and balance. It was truly remarkable from start to finish.

The service was warm, attentive, and perfectly paced, enhancing the overall dining experience. The ambiance is elegant yet inviting, calm, intimate, and ideal for appreciating a high-quality omakase.

I paired my meal with a glass of Mâcon-Villages, which complemented the earlier courses beautifully, and finished with a Riesling for dessert, a perfect way to complete the experience.

Overall, an outstanding and memorable meal. Highly recommended.",1763353946.619094,5
g_ChIJx32M-AZZwokRYXUV81ghelA_2,ChIJx32M-AZZwokRYXUV81ghelA,google_places,"An incredible omakase experience at Sushi Akira. Every course was beautifully presented and incredibly fresh, with fish flown in from Japan and prepared with amazing precision. The chef’s attention to detail and the intimate counter experience made the entire meal feel special. One of the few female omakase chefs in NYC, Chef Nikki has refined her craft at Masa, Sushi Nakazawa, and Sushi of Gari, bringing Michelin-level precision, artistry, and service to Sushi Akira’s intimate 12-seat setting, 19-course omakase experience. Truly one of the best omakase experiences in NYC—can’t wait to come back. 🍣✨",1772988931.007035,5
g_ChIJx32M-AZZwokRYXUV81ghelA_3,ChIJx32M-AZZwokRYXUV81ghelA,google_places,"An absolutely amazing dining experience! The ingredients were incredibly fresh and full of flavor, each dish uniquely crafted with great attention to detail. Our chef was super friendly and took the time to explain every ingredient and course, making the omakase feel truly authentic. A genuinely memorable meal — we’ll definitely be coming back again!",1753068799.971238,5
g_ChIJx32M-AZZwokRYXUV81ghelA_4,ChIJx32M-AZZwokRYXUV81ghelA,google_places,"As much as l would love to keep this place all to myself, I also wish them all the success and I foresee a star in their future. Once I forgot to mention my wife's dietary restrictions, but they remembered and created a customized course just for her. World class hospitality and service.",1763544406.287277,5
g_ChIJX97UMwBbwokRIFRlD1YzSRc_0,ChIJX97UMwBbwokRIFRlD1YzSRc,google_places,"Came here for my birthday, this was one of the loveliest meals I've had in a while. I recommend having a reservation, they say they take walk ins but its a small space so that really only seems to work if you show up around the time they open. The sommelier was very helpful in choosing wines and we enjoyed them with all of the food we ordered. We had the celtuce, scallop crudo, shaobing with lardo, short rib, cats ear noodles and sticky toffee eight treasures pudding. The cat ear noodles were probably our favorite, the dish reminded us of the lamb cumin noodles we used to eat in china",1768845369.033236,5
g_ChIJX97UMwBbwokRIFRlD1YzSRc_1,ChIJX97UMwBbwokRIFRlD1YzSRc,google_places,"Laughably difficult to get a table here but the host was kind enough to make a res for us a week later instead of fully turning us away after waiting on the waitlist for 3 hours on a Friday night. Service is great, my water was never empty. Very very small inside but so cute and well decorated. Same team behind king and stissing house in upstate (some of my favorite spots). In love with the broth that’s with the mushroom and cabbage rolls and the egg yolk squash incredible. Massive list of wines. Played some cantomando pop remixes which was nostalgic. Insanely expensive but that’s New York wine bars these days",1771212463.459627,5
g_ChIJX97UMwBbwokRIFRlD1YzSRc_2,ChIJX97UMwBbwokRIFRlD1YzSRc,google_places,"I was lucky enough to snag a seat at the bar right as they opened at 5pm on a Saturday. Within 10 minutes, the whole restaurant was jam-packed. Staff is very friendly and welcoming and the vibe is great. I ordered the chilled celtuce, the scallop crudo, the ham and pear, and the shao bing along with a glass of cotes du rhone. The highlight was the ham (really good). The other dishes that I ordered after reading rave reviews about were not remarkable for me but that may be on me. I am not especially savvy in terms of this cuisine.",1765132313.805286,4
g_ChIJX97UMwBbwokRIFRlD1YzSRc_3,ChIJX97UMwBbwokRIFRlD1YzSRc,google_places,"Such a hospitable team!! We walked in without a reservation and were told they had a spot for us but had a reservation coming in 30 mins. They immediately made us feel welcome and even made us feel comfortable and confident we could order a few plates of food in that time. We ordered three plates that all came out quickly with enough time for us to enjoy. Every plate was uniquely Lei, perfectly balanced and seasoned.
It was a quick visit but I’m already looking forward to my return",1763080362.245598,5
g_ChIJX97UMwBbwokRIFRlD1YzSRc_4,ChIJX97UMwBbwokRIFRlD1YzSRc,google_places,"Our experience at Lei was incredible. We were lucky enough to get a late post-dinner reservation to try some of their wines, and it certainly exceeded our expectations! The place is quite cozy, making it an ideal spot for a date or intimate occasion. The staff were personable and gave us top-of-the-line service. Matt, the Wine Manager, has a deep knowledge of wine, which made the experience all the more unique as we got to hear stories of how the wine was sourced and what we should be looking for as we tried some wines.

Per his recommendation, I had one of my favorite red wines I’ve ever tasted: Fukuihara- a red wine from Japan. I highly recommend going out of your comfort zone and trying whatever he recommends; I guarantee you it won’t disappoint! For dessert, we had the sticky toffee pudding, which was absolutely delicious. They poured the sauce over the ice cream right in front of you, which made the dessert a show as well.

All to say, if you’re in the area or you’ve ever thought of going - this is your sign to go. If they’re booked up, join the wait list, you won’t regret it.",1761775255.45996,5
g_ChIJ47moWdBZwokR2Ud_ilXR05E_0,ChIJ47moWdBZwokR2Ud_ilXR05E,google_places,"From the moment the dishes arrived, everything felt carefully chosen and full of character—the colors, the freshness, the way each element complemented the other without feeling forced. The food felt indulgent yet balanced, with flavors that were bold but not overwhelming, and textures that kept every bite interesting. The seafood was cooked just right, rich and satisfying, while the dessert felt delicate, comforting, and quietly luxurious. It’s the kind of meal that doesn’t need explaining—you simply enjoy it, and it stays with you long after the table is cleared.",1769112572.64028,5
g_ChIJ47moWdBZwokR2Ud_ilXR05E_1,ChIJ47moWdBZwokR2Ud_ilXR05E,google_places,"The dining room has such a great atmosphere, lively, stylish, and super welcoming. The Striped Bass Aguachile was absolutely fantastic, so fresh, bright, and full of flavor. We also loved the drinks, perfectly crafted and really complemented the meal. And the desserts were incredible, a perfect ending. Highly recommend!",1770119090.116608,5
g_ChIJ47moWdBZwokR2Ud_ilXR05E_2,ChIJ47moWdBZwokR2Ud_ilXR05E,google_places,"had an amazing meal here. it felt really special coming back its in the old gem wine spot. The skewers were great!! we ordered the lengua. The layered potato was a little overcooked but still tasty. I loved the aguachile and beef crudo appetizers.
The first fish dish is a must-try — we had tilefish that day, and it paired so well with the comal rice. They also recommended a German orange wine, which was absolutely delicious!",1759614580.784031,5
g_ChIJ47moWdBZwokR2Ud_ilXR05E_3,ChIJ47moWdBZwokR2Ud_ilXR05E,google_places,"We checked out this LES hot spot and left disappointed. The vibe and drinks were great, but the food was overpriced and underwhelming. The appetizers were especially bad — $30 for a few thin slices of salmon, and mussels that smelled so off we sent them back. The mains tasted better, but still weren’t worth it: a $95 12-oz steak and a $50 half chicken. Overall, great atmosphere but I wouldn’t recommend it for the food or value",1763216026.070864,2
g_ChIJ47moWdBZwokR2Ud_ilXR05E_4,ChIJ47moWdBZwokR2Ud_ilXR05E,google_places,"Absolutely incredible experience all around! Front of house staff feels like family, and the back of house boys really hold it down!!! Chefs counter is fab for any foodie looking to see the magic happen! The flavors and restaurant have really settled into this iconic neighborhood and look forward to all the new dishes on rotation! Perfect for a fun night with friends, a date, and especially anyone popping in from out of town! A must visit just as Michelin says!",1761530943.124497,5
